axis_level,method,p_interval,fraction_in
700,sgs,0.3684210526315789,0.30601092896174864
700,sgs,0.42105263157894735,0.3509878100042034
700,sgs,0.47368421052631576,0.39848675914249687
700,sgs,0.5263157894736842,0.44094157208911305
700,sgs,0.5789473684210527,0.48675914249684743
700,sgs,0.631578947368421,0.5266918873476251
700,sgs,0.6842105263157894,0.5725094577553594
700,sgs,0.7368421052631579,0.6191677175283733
700,sgs,0.7894736842105263,0.6733921815889029
700,sgs,0.8421052631578947,0.7246742328709542
700,sgs,0.894736842105263,0.7772173182009248
700,sgs,0.9473684210526315,0.8495166036149643
700,sgs,1.0,0.9995796553173603
700,rbf_bootstrap,0.0,0.0
700,rbf_bootstrap,0.05263157894736842,0.01807482135350988
700,rbf_bootstrap,0.10526315789473684,0.03026481715006305
700,rbf_bootstrap,0.15789473684210525,0.04665825977301387
700,rbf_bootstrap,0.21052631578947367,0.06557377049180328
700,rbf_bootstrap,0.2631578947368421,0.0807061790668348
700,rbf_bootstrap,0.3157894736842105,0.09457755359394704
700,rbf_bootstrap,0.3684210526315789,0.1080285834384195
700,rbf_bootstrap,0.42105263157894735,0.12652374947456915
700,rbf_bootstrap,0.47368421052631576,0.1450189155107188
700,rbf_bootstrap,0.5263157894736842,0.15973097940311054
700,rbf_bootstrap,0.5789473684210527,0.17276166456494324
700,rbf_bootstrap,0.631578947368421,0.19293820933165196
700,rbf_bootstrap,0.6842105263157894,0.21437578814627994
700,rbf_bootstrap,0.7368421052631579,0.2421185372005044
700,rbf_bootstrap,0.7894736842105263,0.27154266498528795
700,rbf_bootstrap,0.8421052631578947,0.2959226565783943
700,rbf_bootstrap,0.894736842105263,0.3358554014291719
700,rbf_bootstrap,0.9473684210526315,0.403530895334174
700,rbf_bootstrap,1.0,0.957124842370744
700,gp_mle,0.0,0.0
700,gp_mle,0.05263157894736842,0.05128205128205128
700,gp_mle,0.10526315789473684,0.10004203446826397
700,gp_mle,0.15789473684210525,0.15510718789407313
700,gp_mle,0.21052631578947367,0.19966372425388818
700,gp_mle,0.2631578947368421,0.25220680958385877
700,gp_mle,0.3157894736842105,0.3051702395964691
700,gp_mle,0.3684210526315789,0.3640184951660361
700,gp_mle,0.42105263157894735,0.41067675493905004
700,gp_mle,0.47368421052631576,0.4560739806641446
700,gp_mle,0.5263157894736842,0.5081967213114754
700,gp_mle,0.5789473684210527,0.5666246321984026
700,gp_mle,0.631578947368421,0.6187473728457336
700,gp_mle,0.6842105263157894,0.676754939050021
700,gp_mle,0.7368421052631579,0.7301387137452712
700,gp_mle,0.7894736842105263,0.7717528373266078
700,gp_mle,0.8421052631578947,0.8255569567044977
700,gp_mle,0.894736842105263,0.8827238335435057
700,gp_mle,0.9473684210526315,0.9398907103825137
700,gp_mle,1.0,1.0
800,kriging,0.0,0.0
800,kriging,0.05263157894736842,0.04077343421605717
800,kriging,0.10526315789473684,0.0878520386717108
800,kriging,0.15789473684210525,0.13451029844472467
800,kriging,0.21052631578947367,0.1723413198823035
800,kriging,0.2631578947368421,0.20975199663724253
800,kriging,0.3157894736842105,0.2555695670449769
800,kriging,0.3684210526315789,0.2980243799915931
800,kriging,0.42105263157894735,0.3459436738125263
800,kriging,0.47368421052631576,0.39596469104665827
800,kriging,0.5263157894736842,0.4371584699453552
800,kriging,0.5789473684210527,0.4791929382093317
800,kriging,0.631578947368421,0.5275325767129045
800,kriging,0.6842105263157894,0.5783942833123161
800,kriging,0.7368421052631579,0.6284153005464481
800,kriging,0.7894736842105263,0.6801176965111392
800,kriging,0.8421052631578947,0.739386296763346
800,kriging,0.894736842105263,0.8036990332072299
800,kriging,0.9473684210526315,0.8764186633039092
800,kriging,1.0,1.0
800,sgs,0.0,0.0
800,sgs,0.05263157894736842,0.04329550231189575
800,sgs,0.10526315789473684,0.07986548970155527
800,sgs,0.15789473684210525,0.1164354770912148
800,sgs,0.21052631578947367,0.16351408154686844
800,sgs,0.2631578947368421,0.2068095838587642
800,sgs,0.3157894736842105,0.251786464901219
800,sgs,0.3684210526315789,0.2934005884825557
800,sgs,0.42105263157894735,0.3371164354770912
800,sgs,0.47368421052631576,0.3774695250105086
800,sgs,0.5263157894736842,0.4203446826397646
800,sgs,0.5789473684210527,0.4636401849516604
800,sgs,0.631578947368421,0.5010508617065994
800,sgs,0.6842105263157894,0.5510718789407314
800,sgs,0.7368421052631579,0.5939470365699874
800,sgs,0.7894736842105263,0.6452290878520387
800,sgs,0.8421052631578947,0.7032366540563262
800,sgs,0.894736842105263,0.7557797393862967
800,sgs,0.9473684210526315,0.826817990752417
800,sgs,1.0,0.9995796553173603
800,rbf_bootstrap,0.0,0.0
800,rbf_bootstrap,0.05263157894736842,0.014712063892391762
800,rbf_bootstrap,0.10526315789473684,0.031525851197982346
800,rbf_bootstrap,0.15789473684210525,0.04455653635981505
800,rbf_bootstrap,0.21052631578947367,0.06094997898276587
800,rbf_bootstrap,0.2631578947368421,0.07860445565363598
800,rbf_bootstrap,0.3157894736842105,0.09079445145018916
800,rbf_bootstrap,0.3684210526315789,0.10718789407313997
800,rbf_bootstrap,0.42105263157894735,0.11979823455233292
